ip;domain;weight;url;file_hash;file_name;http_referrer;http_user_agent;description
;assvrlz.com;41;;;;;;Some domain description
156.105.166.160;;49;;;;;;Some IP description
176.146.17.77;;51;;;;;;Some IP description
;;58;;7753fd22aa0890149f3cb90e4345c6df;zfihrfue.pdf;;;Some file description
;;56;https://vfysue.com/bvtss;;;;;Some URL description
;;49;;a2df9ee3491b61eb9155a062cd371b7b;hzpftaxq.dll;;;Some file description
172.239.50.84;;45;;;;;;Some IP description
;bdnmyknwc.com;92;;;;;;Some domain description
;;76;;6a0291af6be1719271c405fb787174a2;zrkepdir.dll;;;Some file description
;otkrlv.com;36;;;;;;Some domain description
;;98;;e7f69e44d4323300ce42d97a914f63f6;vuilhfme.exe;;;Some file description
;;75;https://qwujfifzen.com/npatn;;;;;Some URL description
;thlgww.com;64;;;;;;Some domain description
;vjeympau.com;75;;;;;;Some domain description
;hhjmkskhy.com;36;;;;;;Some domain description
;;7;;cfbd8a9ac6088e7a6af44f5764458baa;ytikykel.pdf;;;Some file description
;;19;;28d5e28ffcc749749362d3227614d0e7;egkfnzbk.dll;;;Some file description
;vghmnnldlk.com;4;;;;;;Some domain description
;mxayr.com;67;;;;;;Some domain description
;aojtlmjzn.com;43;;;;;;Some domain description
;;51;https://szbkgian.com/rshuj;;;;;Some URL description
;conpi.com;64;;;;;;Some domain description
54.92.183.65;;10;;;;;;Some IP description
;;39;https://gmhmfpokj.com/nnara;;;;;Some URL description
;;33;https://bjgmfojq.com/fmjeg;;;;;Some URL description
;;29;;3f8ef29ae65fc60246d3246db6d86205;hghgsefh.txt;;;Some file description
;;73;;03dcc6c0fd86ca2e95864ea5af004f8b;uflmsass.dll;;;Some file description
47.95.154.188;;74;;;;;;Some IP description
104.123.106.25;;70;;;;;;Some IP description
;;73;https://wwqbjemel.com/wvgnx;;;;;Some URL description
76.132.34.213;;63;;;;;;Some IP description
;obckatijn.com;2;;;;;;Some domain description
;;57;;eb2ec71096be20ddeee609b1465df975;uhceuues.dll;;;Some file description
228.40.209.35;;19;;;;;;Some IP description
236.168.241.86;;73;;;;;;Some IP description
148.161.45.226;;92;;;;;;Some IP description
;irhyzh.com;15;;;;;;Some domain description
;;90;;084a61a99b30c2b119eeaefa7739511b;pvvnlmnn.dll;;;Some file description
;uohjydkw.com;90;;;;;;Some domain description
207.220.238.133;;57;;;;;;Some IP description
;;16;;18ea3a9af9396a0ab3c5b7d8158d5c65;ocjxasun.txt;;;Some file description
;;14;https://fourbs.com/bhwzd;;;;;Some URL description
;;47;;39669481ad3b94f892475344782ac4f5;vqohuskc.exe;;;Some file description
;;9;https://wrpjkhju.com/rdarz;;;;;Some URL description
;;86;;d76e9246eaa608db9046e0c41e541db3;jhiopebj.pdf;;;Some file description
61.35.82.131;;93;;;;;;Some IP description
;;72;https://ysdljxb.com/rhqzi;;;;;Some URL description
79.145.107.108;;73;;;;;;Some IP description
;nqvayowr.com;76;;;;;;Some domain description
131.166.201.145;;56;;;;;;Some IP description
;;94;;6646e61579571c2ac277b65862e728db;xkoicsgf.dll;;;Some file description
;;73;https://fwzpaaxr.com/dbcqn;;;;;Some URL description
109.2.135.160;;11;;;;;;Some IP description
;;29;https://japbvyen.com/jhzym;;;;;Some URL description
;;37;https://mresa.com/cjszm;;;;;Some URL description
;;25;;64329d6a78f4987ee38d5b7abe6c856f;xgsrakcv.txt;;;Some file description
;incsc.com;89;;;;;;Some domain description
;;85;;ce177b9c5d232853a72fcd79f838e4da;lhxaywrc.exe;;;Some file description
;;37;https://fpoqwmpir.com/svlnj;;;;;Some URL description
62.141.35.60;;42;;;;;;Some IP description
;;94;https://mrdzrljp.com/wtsjz;;;;;Some URL description
;;83;https://ctgvukc.com/fzkwf;;;;;Some URL description
;;42;https://svnekfim.com/lmprc;;;;;Some URL description
222.183.45.12;;82;;;;;;Some IP description
;;94;https://qexuawvx.com/mwlzr;;;;;Some URL description
;;75;https://vzjwvpdkd.com/dffsr;;;;;Some URL description
;;99;https://hvdciqoj.com/vnuqh;;;;;Some URL description
;;38;;7e747a6e2e6337e83c0eed368db0803d;hxvvyedq.dll;;;Some file description
;;88;https://yyvvluiqp.com/cjfcn;;;;;Some URL description
125.215.117.167;;46;;;;;;Some IP description
;gedshnxf.com;21;;;;;;Some domain description
;qnppifx.com;41;;;;;;Some domain description
152.74.185.79;;58;;;;;;Some IP description
;uythgvx.com;11;;;;;;Some domain description
157.110.161.50;;60;;;;;;Some IP description
;pwxwx.com;18;;;;;;Some domain description
199.246.136.96;;79;;;;;;Some IP description
;ceduhi.com;40;;;;;;Some domain description
;;76;https://jahqo.com/plbuq;;;;;Some URL description
127.35.18.161;;10;;;;;;Some IP description
;;23;;59b138d4224aefba0b7bba804b744653;vwkdxxeh.pdf;;;Some file description
;;30;https://dpjnnigng.com/zulej;;;;;Some URL description
;;61;https://fnqklieiye.com/khhcm;;;;;Some URL description
173.125.193.96;;23;;;;;;Some IP description
24.136.14.253;;99;;;;;;Some IP description
;;17;https://qubuqwb.com/ogssv;;;;;Some URL description
;rbtkfu.com;66;;;;;;Some domain description
;;5;;e9dbdfc20a94a0b912cbd0681ffaa805;kmzxnuji.exe;;;Some file description
89.193.19.24;;37;;;;;;Some IP description
;hjkhvdk.com;84;;;;;;Some domain description
;;61;https://ksmff.com/btlnx;;;;;Some URL description
;wbnjifl.com;50;;;;;;Some domain description
;;10;;ef38e6b614b3829abf1db86bde91e7bc;zfgrmbds.exe;;;Some file description
;;97;;dde332c5bf404cff25d08898ec551ed8;djsrkuwc.txt;;;Some file description
109.185.206.94;;41;;;;;;Some IP description
;;8;https://ialzpzlehl.com/wsaxf;;;;;Some URL description
;qhlpgx.com;62;;;;;;Some domain description
;;96;https://zaubuuxl.com/uappe;;;;;Some URL description
86.30.13.126;;87;;;;;;Some IP description
252.145.185.48;;72;;;;;;Some IP description
;;27;https://hgabe.com/xlohh;;;;;Some URL description
;;98;https://rumgmbdu.com/wqegm;;;;;Some URL description
;vrumqws.com;72;;;;;;Some domain description
;cmbudkmk.com;17;;;;;;Some domain description
;msaijqh.com;22;;;;;;Some domain description
222.151.219.180;;36;;;;;;Some IP description
203.111.26.134;;29;;;;;;Some IP description
;;41;;4d49a7e5b186e589c9848ac699f29880;axkrtvoy.txt;;;Some file description
;zvgaibgkoj.com;88;;;;;;Some domain description
;;63;https://nrvoyk.com/wtuog;;;;;Some URL description
;ihxqgqriwe.com;29;;;;;;Some domain description
;rkmkrn.com;86;;;;;;Some domain description
157.2.66.86;;79;;;;;;Some IP description
6.215.153.9;;10;;;;;;Some IP description
249.215.174.5;;78;;;;;;Some IP description
55.215.79.174;;36;;;;;;Some IP description
214.23.33.120;;28;;;;;;Some IP description
126.157.64.171;;19;;;;;;Some IP description
;qxlujm.com;18;;;;;;Some domain description
184.218.227.21;;80;;;;;;Some IP description
;nntduggmx.com;86;;;;;;Some domain description
100.59.118.69;;11;;;;;;Some IP description
;;34;https://irskdadqpy.com/dxcph;;;;;Some URL description
;xzgelu.com;98;;;;;;Some domain description
;ingylovk.com;76;;;;;;Some domain description
;;61;https://htsckhse.com/trqln;;;;;Some URL description
171.174.236.193;;57;;;;;;Some IP description
;;65;;a08e02b473baf5e92303da276636e5f5;bywdxudn.txt;;;Some file description
0.220.45.63;;55;;;;;;Some IP description
;tjdoof.com;77;;;;;;Some domain description
;cefochyy.com;88;;;;;;Some domain description
;;29;https://jnyfzwfyms.com/ipubf;;;;;Some URL description
;;4;https://whilalc.com/bywmm;;;;;Some URL description
154.65.104.91;;97;;;;;;Some IP description
;bbyrbyjfd.com;66;;;;;;Some domain description
;;29;;a7cbfe0640b4620db844eee549ea4837;kfdhoyod.dll;;;Some file description
;;42;https://ehmkjvlkh.com/imhxp;;;;;Some URL description
;;6;https://sbtlgzlzq.com/vdrao;;;;;Some URL description
;;79;https://wsmpsvzhj.com/anioh;;;;;Some URL description
42.7.141.169;;81;;;;;;Some IP description
;mntbdkvikl.com;43;;;;;;Some domain description
;;84;https://xtvmdwi.com/owysa;;;;;Some URL description
;;95;https://jotphldwe.com/dcfxp;;;;;Some URL description
;dqvxciqfk.com;35;;;;;;Some domain description
;;5;https://eoeaae.com/lkiru;;;;;Some URL description
;;72;https://rpwvhxf.com/thuoe;;;;;Some URL description
;;9;https://pqrclhzqe.com/cyvta;;;;;Some URL description
;;43;;34a9e6ada001281567f09b53009a34d8;odicmnuk.txt;;;Some file description
;;44;;1da5593aad1687f2310cc82b0a0d81d1;hclzlrcd.exe;;;Some file description
;gfrvkgj.com;78;;;;;;Some domain description
;cphei.com;40;;;;;;Some domain description
;ibbvvmj.com;59;;;;;;Some domain description
;madvyglmm.com;47;;;;;;Some domain description
;;76;;e2b8b49368a0e58bb8af481f307cb7fc;jurqhaus.txt;;;Some file description
;;9;https://kqdyquv.com/ynacc;;;;;Some URL description
;;94;;8b9025823ee3b8ec27102b8c7d8df3ae;frxsgmhc.txt;;;Some file description
;;51;https://lpcbnmlwt.com/ozpfs;;;;;Some URL description
237.75.111.159;;36;;;;;;Some IP description
;;41;https://rniemvksc.com/whxws;;;;;Some URL description
121.235.66.95;;18;;;;;;Some IP description
;avtmsvprhx.com;7;;;;;;Some domain description
;;90;https://thmejdl.com/ufujy;;;;;Some URL description
;;41;;5f8073cdefd1d6fbf495813ea4f1e6f3;btzzkaum.dll;;;Some file description
;;44;;3cce7ba59452fa508d55eb5c8174e2c7;nemmwmjr.dll;;;Some file description
;;4;;79fb259b1d99eb61960771ac879859e8;ilujwsrq.exe;;;Some file description
;;83;;32c435f5597537d8950eafce696a018a;ncrekpgg.dll;;;Some file description
;spglscawms.com;4;;;;;;Some domain description
234.50.167.230;;66;;;;;;Some IP description
;omhlpmje.com;85;;;;;;Some domain description
;;34;;861223010e3875d2ef9378c0189c3511;tknvihav.pdf;;;Some file description
;;80;;27474766c54a7d0add38f8d02a502dc4;hkbkoesh.txt;;;Some file description
99.120.13.85;;36;;;;;;Some IP description
;aaptcrm.com;41;;;;;;Some domain description
;;20;;f7554c830333396886c40d5319813891;jahblgmk.exe;;;Some file description
0.225.110.171;;46;;;;;;Some IP description
;iirclc.com;52;;;;;;Some domain description
;;17;;83563c0418448a4ef7262d5f18dec440;pearyzgr.pdf;;;Some file description
;hrtqzccn.com;22;;;;;;Some domain description
;;6;;dee95d6cc0c797159c01b09e4930d11e;hasvmlha.exe;;;Some file description
201.120.97.30;;98;;;;;;Some IP description
;omttcief.com;23;;;;;;Some domain description
;vlcspkfiga.com;19;;;;;;Some domain description
;;3;https://rgced.com/dphad;;;;;Some URL description
;;15;https://pxawupuhvs.com/prqvo;;;;;Some URL description
88.184.201.115;;21;;;;;;Some IP description
;;78;https://nwlpbcwi.com/wqgbn;;;;;Some URL description
1.88.235.44;;17;;;;;;Some IP description
;;45;https://zmduikarc.com/pyqnc;;;;;Some URL description
;;22;https://bnzsydx.com/ckqrx;;;;;Some URL description
;mchcoluc.com;17;;;;;;Some domain description
;;25;https://fymedno.com/epsay;;;;;Some URL description
143.36.127.57;;44;;;;;;Some IP description
;;60;;2ed48f2666eae0b09991ce25cd8ecfa8;okdpsqvx.dll;;;Some file description
;;48;;5fba589a1cd664065eddbd454be22394;jylxyodj.txt;;;Some file description
;;83;https://dodwptwc.com/tvldl;;;;;Some URL description
;;47;;f1ba886e34a6dc98fe48ce246f07d199;ajqjycaj.txt;;;Some file description
;;94;https://ydzddpac.com/gobag;;;;;Some URL description
104.244.218.57;;21;;;;;;Some IP description
;;42;;dcb027d8d9c622461e4bde9733fef549;gjrvogli.txt;;;Some file description
;;50;https://dmfawxsosf.com/ojoir;;;;;Some URL description
;;37;;290c54c67b43f25d6ab823a63aef0b5c;ujtjyapg.exe;;;Some file description
;;75;;9b9f5c430045d6ced2ec157fb9484c05;zlkbnelk.txt;;;Some file description
;;55;;53580dca9c537a3dd7bd224d2af6fc51;kyrhuehs.exe;;;Some file description
;eakmu.com;81;;;;;;Some domain description
;;17;https://kvpplbhb.com/fkoev;;;;;Some URL description
71.214.120.128;;97;;;;;;Some IP description
;;57;https://ehjvx.com/dxaer;;;;;Some URL description
101.204.86.205;;11;;;;;;Some IP description
;;54;https://xqrcd.com/zfput;;;;;Some URL description
109.139.46.50;;59;;;;;;Some IP description
;;74;;bc58a03875d9f3a6a3c11a60294c6ec3;stdailwr.pdf;;;Some file description
;;70;https://wpmalce.com/pgdoy;;;;;Some URL description
;;87;https://heibmpj.com/hmmwb;;;;;Some URL description
112.178.17.39;;70;;;;;;Some IP description
86.179.59.132;;83;;;;;;Some IP description
;;11;;1fcc13276a588588e0484380b3703f75;dlueielb.exe;;;Some file description
192.158.126.117;;22;;;;;;Some IP description
;lgjmcpju.com;53;;;;;;Some domain description
;;47;https://miyqmevj.com/miyqo;;;;;Some URL description
;;73;https://edqid.com/bhdvw;;;;;Some URL description
;;41;https://tncavooxt.com/ijkcg;;;;;Some URL description
85.66.178.104;;81;;;;;;Some IP description
;twzga.com;23;;;;;;Some domain description
;;99;https://xhmpmm.com/mvnvl;;;;;Some URL description
;;92;;56b6abad51029c0824fbbcafeb1744f8;ynlsqkqv.dll;;;Some file description
183.131.158.100;;54;;;;;;Some IP description
;;74;;c4414c87591bcf5f54aee3c3e9b01228;ljkndlen.pdf;;;Some file description
;;19;https://jponjfnx.com/sidlb;;;;;Some URL description
;xxput.com;50;;;;;;Some domain description
192.108.250.51;;12;;;;;;Some IP description
;;60;https://dbeius.com/leezm;;;;;Some URL description
;twrvs.com;68;;;;;;Some domain description
212.181.35.71;;51;;;;;;Some IP description
;;23;;a4210ecd659b3945af9a0b2cc688b837;rbswtryy.txt;;;Some file description
;xozygxzpw.com;74;;;;;;Some domain description
;;71;;a607349f2f0d0e839e78ed1971882ba4;bzldeqdm.txt;;;Some file description
;;57;https://sbzreqfg.com/ljtpj;;;;;Some URL description
;cfwunbvqza.com;28;;;;;;Some domain description
150.78.37.238;;50;;;;;;Some IP description
126.29.69.142;;50;;;;;;Some IP description
;rggcpozl.com;3;;;;;;Some domain description
;;23;https://xkymadi.com/bftse;;;;;Some URL description
41.177.81.188;;93;;;;;;Some IP description
27.5.235.199;;11;;;;;;Some IP description
41.228.233.134;;97;;;;;;Some IP description
;;88;;723324f105462947cdb6cca50e222768;ogwuhtih.dll;;;Some file description
;;53;https://hmwql.com/ftyiq;;;;;Some URL description
;mdsdihspj.com;4;;;;;;Some domain description
;;58;;dbda330688932ffe191f380d5bfc07ca;bjgpeump.exe;;;Some file description
;;25;https://mhsliuu.com/atfnm;;;;;Some URL description
181.223.107.50;;90;;;;;;Some IP description
;;33;https://kejrneorz.com/lmhoj;;;;;Some URL description
;ksuryu.com;14;;;;;;Some domain description
;xexfzxe.com;30;;;;;;Some domain description
;xfrnklxzs.com;29;;;;;;Some domain description
;iphscsbuh.com;18;;;;;;Some domain description
;;32;https://ymbufrs.com/xmume;;;;;Some URL description
;xphmhiiz.com;69;;;;;;Some domain description
106.63.28.83;;2;;;;;;Some IP description
45.39.208.33;;82;;;;;;Some IP description
;;33;;ff9e0ee6b39ff66c439ae425a26b898f;amhvwydw.exe;;;Some file description
;fhcawv.com;80;;;;;;Some domain description
;;73;;97989415d78b016da0176bb4f564f960;ygmsrkse.exe;;;Some file description
;;3;;9403fe6f68b11a3dc8292e9a178619b7;ejmhjxiq.pdf;;;Some file description
130.129.192.68;;75;;;;;;Some IP description
198.142.109.20;;72;;;;;;Some IP description
;hhmtwn.com;13;;;;;;Some domain description
247.238.153.173;;48;;;;;;Some IP description
;ohjqmw.com;99;;;;;;Some domain description
;;28;https://iwtgrkse.com/pihhk;;;;;Some URL description
;;16;https://akqnmop.com/ckxcu;;;;;Some URL description
;;90;;9a8b86529fad5438251014578b3fb3e5;ggwvclte.dll;;;Some file description
;;13;;59a1cdb244cef9157359b7be10086653;hkqxpowi.txt;;;Some file description
;;42;https://ccyox.com/tkpwn;;;;;Some URL description
203.186.149.1;;40;;;;;;Some IP description
;rsreryn.com;83;;;;;;Some domain description
8.77.124.88;;3;;;;;;Some IP description
;;74;;b922e91e8067db1f3da4b873a773ba2e;djbdwgcb.txt;;;Some file description
;qkjhiauuwr.com;45;;;;;;Some domain description
;;75;https://viimny.com/jcigo;;;;;Some URL description
;;96;https://pbzcnuoe.com/xehvu;;;;;Some URL description
206.33.98.50;;61;;;;;;Some IP description
;dblmdfxjy.com;7;;;;;;Some domain description
;;71;https://zunuy.com/uoxmt;;;;;Some URL description
;mzfcqxnv.com;34;;;;;;Some domain description
;unqxpbd.com;19;;;;;;Some domain description
;wibehjuqjq.com;78;;;;;;Some domain description
;;42;https://jbgzupxguj.com/wuehk;;;;;Some URL description
;bwfqwptlyo.com;6;;;;;;Some domain description
;mvkoqe.com;42;;;;;;Some domain description
;;67;https://rurycbvkr.com/xymqq;;;;;Some URL description
;;14;;08e44f59970731a05946495418a0be43;achbjgor.txt;;;Some file description
143.171.23.25;;87;;;;;;Some IP description
147.168.191.225;;39;;;;;;Some IP description
;ulrgej.com;28;;;;;;Some domain description
;;42;https://psjhe.com/gtbcv;;;;;Some URL description
;sqmne.com;67;;;;;;Some domain description
138.138.66.231;;89;;;;;;Some IP description
248.75.162.212;;93;;;;;;Some IP description
;;72;https://thrhjppma.com/weoeh;;;;;Some URL description
;;88;https://uobxcl.com/wqhex;;;;;Some URL description
;;80;;3c63ca82de1a3c21a002c1346d61e1f0;mlmsxzcj.dll;;;Some file description
;;66;https://xsyrwx.com/jaflj;;;;;Some URL description
;mpzjdmaw.com;65;;;;;;Some domain description
;;3;https://vjivdstv.com/qcimv;;;;;Some URL description
;;9;https://pawcxjjqko.com/oqtdv;;;;;Some URL description
;;13;;9cc2116c677b1837e85327fe80163e58;bhmmftot.exe;;;Some file description
;gnmbwzv.com;13;;;;;;Some domain description
;;15;;5c43b01c1d16790ad1352bad346bcf03;kkoqketc.pdf;;;Some file description
;;92;https://jzoslll.com/xtetp;;;;;Some URL description
;dnpiovw.com;71;;;;;;Some domain description
;gjvkgs.com;36;;;;;;Some domain description
75.48.157.77;;29;;;;;;Some IP description
;;34;https://pnsfq.com/qprgt;;;;;Some URL description
183.140.202.136;;22;;;;;;Some IP description
;dxpoei.com;60;;;;;;Some domain description
;cqntvwbgah.com;82;;;;;;Some domain description
;;28;https://uigiafg.com/wbnbl;;;;;Some URL description
;;77;https://eqetyih.com/mjbqa;;;;;Some URL description
62.218.201.26;;50;;;;;;Some IP description
;;71;https://koofroxyel.com/wbueg;;;;;Some URL description
;quesjwbjy.com;92;;;;;;Some domain description
;;87;https://drxioo.com/bwfpm;;;;;Some URL description
193.17.210.155;;19;;;;;;Some IP description
168.71.75.119;;88;;;;;;Some IP description
;;20;https://ijnnhiciaj.com/aeauv;;;;;Some URL description
37.71.187.57;;34;;;;;;Some IP description
;ardoaxw.com;37;;;;;;Some domain description
;;1;;c6ce3c392aa6e28f542b4f369d09924b;xbovzwtz.pdf;;;Some file description
;;2;;1c157809fb253edd37d90764a8e6ef96;xaeucdfp.dll;;;Some file description
;;69;https://fgleaicxlo.com/eotjg;;;;;Some URL description
108.162.8.191;;98;;;;;;Some IP description
;;32;;dd938659d32d99759512e90ae0715867;emfqdivu.exe;;;Some file description
;;71;https://dnfuc.com/zcoaz;;;;;Some URL description
;vncrccgtl.com;87;;;;;;Some domain description
;;17;https://amoqy.com/bmvzz;;;;;Some URL description
185.74.163.29;;69;;;;;;Some IP description
;;77;;e063c1a90fdac3da92e85080a812c0f0;tuxgqywu.txt;;;Some file description
;;52;https://bubpssc.com/abakc;;;;;Some URL description
;;64;https://lqeyzwkjiz.com/fggcr;;;;;Some URL description
;;53;https://ksqnjfis.com/pnjuv;;;;;Some URL description
20.22.130.159;;70;;;;;;Some IP description
;vxankpnkn.com;43;;;;;;Some domain description
;tduqmmo.com;88;;;;;;Some domain description
79.213.75.207;;74;;;;;;Some IP description
;;47;https://wvxpgssjmx.com/rxryl;;;;;Some URL description
;urwpabj.com;49;;;;;;Some domain description
;ctnmd.com;32;;;;;;Some domain description
;;53;;309a1d08e3e697394868a3c27b5f2dde;loshxcbq.txt;;;Some file description
;qlbknnj.com;75;;;;;;Some domain description
;;72;;0e017676a84a98c57aab51754f597839;gpeefcef.txt;;;Some file description
98.101.236.88;;75;;;;;;Some IP description
;;49;https://gnmezszms.com/vwssv;;;;;Some URL description
;;68;https://lyktqeubk.com/rbrop;;;;;Some URL description
;;7;https://btevkzw.com/musgi;;;;;Some URL description
12.47.26.152;;70;;;;;;Some IP description
99.11.40.11;;6;;;;;;Some IP description
;;90;;1d103c859a4a081dd3708deadeb36f3a;zxmoqkyk.exe;;;Some file description
;;100;;446738bf5c5fcac442f43edd3bcf70e7;lmootnbj.dll;;;Some file description
;;8;https://xiqrsertvm.com/uqepg;;;;;Some URL description
;;33;;54553b630477e3a57a752d2b2e81286e;ipjghdrn.dll;;;Some file description
;;71;;bde7458e99441f4a6bf3ee2399946c24;rrzkrkxn.pdf;;;Some file description
;;18;https://rwqvhc.com/ahbvz;;;;;Some URL description
;llssxyzpny.com;84;;;;;;Some domain description
;;86;https://zjzaaxvz.com/sqzvy;;;;;Some URL description
;;73;https://lsywlkc.com/cafjh;;;;;Some URL description
;xytomx.com;11;;;;;;Some domain description
;;88;;da82a1e40f542a9674ce5de7bcb78b44;vmogblwj.txt;;;Some file description
186.6.207.0;;83;;;;;;Some IP description
;;20;;fee2765e03220bf1e6d56371648301ff;chzskxyz.exe;;;Some file description
;avvnbiyf.com;99;;;;;;Some domain description
;pmbchsfkkl.com;39;;;;;;Some domain description
;;48;https://lvxbabgsq.com/tcjsg;;;;;Some URL description
;dtaui.com;24;;;;;;Some domain description
;vmyudfd.com;67;;;;;;Some domain description
;;66;;513da8331d12a69927ad5269309b1b10;jyqicumf.txt;;;Some file description
;;100;https://nbetthpz.com/ptjbg;;;;;Some URL description
;;51;;4ea49af22ef086cf940b0651714572ac;gwbbobqr.txt;;;Some file description
;;96;;ea4a50fe35b61d994ecd1d9aa39aadec;vjyahxje.exe;;;Some file description
110.148.0.82;;80;;;;;;Some IP description
;;95;https://usoru.com/duqxu;;;;;Some URL description
;;81;https://lantumwomv.com/gfkgc;;;;;Some URL description
219.209.248.138;;51;;;;;;Some IP description
130.217.169.17;;90;;;;;;Some IP description
;lcnkfabnpx.com;16;;;;;;Some domain description
;kvzrmjpu.com;33;;;;;;Some domain description
;;14;;097f7a06196dcccfa05fa0f978af9984;zmxbmyew.pdf;;;Some file description
;;18;;69b978e4062970c289e699686396bffa;vhzyaaef.pdf;;;Some file description
;dbiudrl.com;98;;;;;;Some domain description
;jnbrkhv.com;94;;;;;;Some domain description
;zniqavhlcg.com;57;;;;;;Some domain description
34.237.176.99;;50;;;;;;Some IP description
;;57;;0df651790efdb3d3fd5ebb84973fa638;vepajhyg.exe;;;Some file description
;dqjyddz.com;29;;;;;;Some domain description
;whkiuokc.com;86;;;;;;Some domain description
;;19;;600f05aee3c754082f925cf43dcfeac9;hnrbkhnz.txt;;;Some file description
;;49;;d3a5d768f5f772c3979c32f92091981b;rtediymf.pdf;;;Some file description
;ekwzzn.com;83;;;;;;Some domain description
;bfzfxnxzz.com;20;;;;;;Some domain description
157.50.41.249;;24;;;;;;Some IP description
;;21;https://pbwuc.com/tvrre;;;;;Some URL description
;;70;;1e23cf26968afc6974ed0dc7afcb1f57;wdizzkwa.pdf;;;Some file description
;;4;https://pnslsvw.com/izpxc;;;;;Some URL description
;;56;;f5c3be57f8a469816db96aab940416ab;edkllomy.pdf;;;Some file description
141.183.121.185;;35;;;;;;Some IP description
245.88.111.185;;39;;;;;;Some IP description
108.44.57.237;;99;;;;;;Some IP description
;;11;https://rroizhil.com/wnfql;;;;;Some URL description
32.187.57.186;;88;;;;;;Some IP description
;;40;;7aa758c2efb3a76739dd384e82132bd5;wckocawl.exe;;;Some file description
;tvipvmhj.com;22;;;;;;Some domain description
;;14;;108e34fc2b71197d6f3c4354eaa62b46;aopxwxjb.dll;;;Some file description
;;72;;d1848a08a506999a8806aa9b69d3521e;rckrhwxl.txt;;;Some file description
;rtmlmbt.com;33;;;;;;Some domain description
;;3;;da331676d0d66371a3e928e360212ed9;mlnteohd.exe;;;Some file description
148.107.3.160;;99;;;;;;Some IP description
;;36;;8396afb482123a1eaa448cd6ad2f792b;fdcyjmce.dll;;;Some file description
32.72.4.125;;43;;;;;;Some IP description
;;26;;63683cb6030b1284614c5e4563593779;cgxkqift.pdf;;;Some file description
;;50;;55efb8843bbfb3891d98870fa7ae4694;qbjttcnp.dll;;;Some file description
;qachsnnkj.com;25;;;;;;Some domain description
;;84;https://zmwtb.com/ajjjk;;;;;Some URL description
161.131.6.101;;93;;;;;;Some IP description
;;26;https://jczfqfuhrg.com/twoyl;;;;;Some URL description
47.7.208.227;;17;;;;;;Some IP description
;;58;;10ef961ae43cc97ea7a45fb03d40e728;zeeqffku.txt;;;Some file description
;;15;;ba622ef6ec23d0cc182f069078c49112;ifmefcnk.txt;;;Some file description
;;36;;340d6f495a26d35293cf229da6199469;eiqpcvwg.txt;;;Some file description
236.167.108.224;;84;;;;;;Some IP description
;;50;https://hqvbbpxpx.com/wwxik;;;;;Some URL description
;;72;;42af6fab8f07b95aef174df9568340cb;cigvtubj.txt;;;Some file description
241.248.28.55;;8;;;;;;Some IP description
159.23.94.121;;29;;;;;;Some IP description
;;100;https://npvlqzncob.com/ispnz;;;;;Some URL description
112.28.83.82;;10;;;;;;Some IP description
;mqmoyzhjc.com;48;;;;;;Some domain description
45.155.47.153;;19;;;;;;Some IP description
;;92;;127a7527ce16b3cf6316b7a263110a22;zflzvmvv.pdf;;;Some file description
;;22;https://rctrcga.com/muoiu;;;;;Some URL description
;;61;;a32e37c7698ddda9a2785a6d1e97dd6e;ettlbtly.pdf;;;Some file description
;;15;https://kglyvetst.com/tusen;;;;;Some URL description
;;36;https://lxpdfzlu.com/qivqn;;;;;Some URL description
110.23.114.57;;18;;;;;;Some IP description
144.151.183.87;;49;;;;;;Some IP description
;dhqhi.com;54;;;;;;Some domain description
;;76;https://vhrig.com/cieue;;;;;Some URL description
;;54;https://twmmq.com/cgptm;;;;;Some URL description
194.110.25.21;;40;;;;;;Some IP description
;;69;;d261ab4681654ccd74546285aa777b13;gevrudee.dll;;;Some file description
;;91;https://zpvhc.com/lkdoa;;;;;Some URL description
;gbitrsosjw.com;41;;;;;;Some domain description
;;1;https://pmlws.com/shmkf;;;;;Some URL description
;;11;https://eauxj.com/gtovl;;;;;Some URL description
130.240.167.100;;24;;;;;;Some IP description
;;42;;cb25d76a464aee1e75ed6962990e122e;gsleauvb.exe;;;Some file description
97.136.96.4;;16;;;;;;Some IP description
;;58;https://tqlnuf.com/xvgwj;;;;;Some URL description
;ewwxjj.com;73;;;;;;Some domain description
242.158.166.196;;48;;;;;;Some IP description
;;38;;3cbc39172411d0f5be965d8751e42362;oniioyma.pdf;;;Some file description
;;59;https://wsiwwl.com/rthcp;;;;;Some URL description
;;59;;ad52cf6c249bde4fd9ba096eaecc6cc6;xgouggmp.pdf;;;Some file description
;ilpqsmbz.com;77;;;;;;Some domain description
;fqlwfqxv.com;72;;;;;;Some domain description
;;70;https://xlkuf.com/rtddy;;;;;Some URL description
;;79;https://ipckcbwpuw.com/ertqi;;;;;Some URL description
175.65.60.142;;36;;;;;;Some IP description
;;76;;a4c0324ce25fbfc0ac1d2be5379c4941;lcvasced.dll;;;Some file description
;;54;;a9e93d1b65fc419d379c00ebf9a85208;namrdfhl.txt;;;Some file description
;efnlftu.com;52;;;;;;Some domain description
;;83;;d6c5ababd65f2f62dd157be6fbf1fda6;zxktchsz.dll;;;Some file description
;;21;https://rklhsm.com/zhbzc;;;;;Some URL description
131.127.27.96;;55;;;;;;Some IP description
;knzmtrrr.com;24;;;;;;Some domain description
