ip;domain;weight;url;file_hash;file_name;http_referrer;http_user_agent;description
;;24;https://gncqjng.com/hbzef;;;;;Some URL description
;cuqcfq.com;64;;;;;;Some domain description
236.209.87.200;;43;;;;;;Some IP description
;;28;;757c6d4fa1ffce6e7809cc69b0cc5f93;ramnextd.txt;;;Some file description
;pzkrnufk.com;85;;;;;;Some domain description
;;16;;45ae886d2c49f61bfd78b07f3a0f158a;muoecaru.exe;;;Some file description
;;11;https://gojxju.com/ujxfc;;;;;Some URL description
;;51;https://bjdlgvdr.com/gkkhh;;;;;Some URL description
99.3.194.192;;22;;;;;;Some IP description
;;87;https://cxlto.com/kmljp;;;;;Some URL description
57.136.81.115;;73;;;;;;Some IP description
;;56;https://cidxnzigah.com/mowgc;;;;;Some URL description
103.66.242.0;;52;;;;;;Some IP description
;mgkfq.com;78;;;;;;Some domain description
;;52;;addfef07db712c7d83703213cf10de1f;bqwzvnia.exe;;;Some file description
205.94.246.86;;60;;;;;;Some IP description
;cmueujgl.com;46;;;;;;Some domain description
;bjtthkfzmi.com;28;;;;;;Some domain description
;;70;;a31f49dcf041a9db001f5026863f5bd7;kbydsfeb.dll;;;Some file description
66.214.13.43;;85;;;;;;Some IP description
;;86;;1e5c2df84f194c3699d9e68388670318;bwtpbrkx.exe;;;Some file description
;lcziw.com;35;;;;;;Some domain description
;suudwfxojg.com;99;;;;;;Some domain description
;;41;;39603b9cfb4e366ce914edb3126f1543;hqopqbst.txt;;;Some file description
;;21;https://qbukjrjfxy.com/dayxd;;;;;Some URL description
;;82;https://jhhlwqsz.com/ehwoz;;;;;Some URL description
;ihiemhkgp.com;23;;;;;;Some domain description
;;58;https://cclarz.com/lqlxe;;;;;Some URL description
;;14;https://oryoljr.com/jgqqc;;;;;Some URL description
;;9;;13088ae52e844a8189269e70e9efce1d;dicbznbc.exe;;;Some file description
;azvqkim.com;7;;;;;;Some domain description
;;14;;f4b82fb6bf45feb0bf01f6e984b80ea4;ovcczrsl.txt;;;Some file description
;;47;;f0ff6ba27515df707d5ce078693fecd2;mirhkuao.dll;;;Some file description
;wuzyiq.com;30;;;;;;Some domain description
;dbirshbq.com;40;;;;;;Some domain description
;;58;https://txmwfg.com/ftlce;;;;;Some URL description
233.173.166.216;;27;;;;;;Some IP description
;woualxrjqa.com;49;;;;;;Some domain description
191.22.36.236;;41;;;;;;Some IP description
;;39;;f1b08b53bffd6c7a7aa5bb66b47f8ca9;vqiillay.txt;;;Some file description
;;14;https://nbskp.com/azjku;;;;;Some URL description
;mmqdcobj.com;13;;;;;;Some domain description
;pvhqla.com;99;;;;;;Some domain description
;itlyaf.com;84;;;;;;Some domain description
;lvjhhnouv.com;22;;;;;;Some domain description
;npgrtcuuf.com;57;;;;;;Some domain description
;cybyr.com;82;;;;;;Some domain description
;muyvzydrvj.com;1;;;;;;Some domain description
;;84;;ae6202a108a06384eff44dcf26518b0a;zaxqxtmw.txt;;;Some file description
33.112.228.102;;5;;;;;;Some IP description
;;60;;fbf8ab5d33038bc76847ca8fdeca2c52;lnbpoxhl.exe;;;Some file description
;;11;;23e24dfe82b9d258a8e9ffb70438909d;suuwxsgy.pdf;;;Some file description
65.93.198.229;;10;;;;;;Some IP description
;;7;https://jnsbvptog.com/ibhof;;;;;Some URL description
;;87;;2b71ab4fff8645a600dc7bc83cba9ed2;cbpwcvlc.pdf;;;Some file description
;zphtpli.com;65;;;;;;Some domain description
;krhwtsx.com;13;;;;;;Some domain description
;;7;https://csycpp.com/gimsk;;;;;Some URL description
;mnvszzxti.com;34;;;;;;Some domain description
;;88;;ab04112c97e6f5d8f9c06485a0993f4f;dknwoexo.dll;;;Some file description
;;68;https://lgdndhelc.com/kybec;;;;;Some URL description
6.161.80.230;;56;;;;;;Some IP description
;noevgz.com;78;;;;;;Some domain description
;dlciqmrs.com;4;;;;;;Some domain description
;;61;https://rcguygyim.com/qjbri;;;;;Some URL description
;;91;https://vaulnctj.com/focvz;;;;;Some URL description
;;67;;d2a91e4966fe7adc6ac5e2bd4e2dfa70;pafjrgkh.exe;;;Some file description
85.120.113.83;;14;;;;;;Some IP description
;;64;;18618275571f8dc2bb679d922340d72a;rgefidrk.dll;;;Some file description
;zdvuspamx.com;40;;;;;;Some domain description
;;67;;6afe7ea3d99c16fd9d90081d43de2d0c;upqmukxr.pdf;;;Some file description
;ghrtfgg.com;90;;;;;;Some domain description
76.166.162.126;;58;;;;;;Some IP description
247.14.195.171;;42;;;;;;Some IP description
;;6;https://rkkdfsha.com/zkayr;;;;;Some URL description
84.238.221.177;;77;;;;;;Some IP description
;;93;https://wogwstey.com/jvnvh;;;;;Some URL description
122.76.127.18;;6;;;;;;Some IP description
;hkaftsl.com;37;;;;;;Some domain description
;;66;https://chgemrbich.com/dctqu;;;;;Some URL description
;;52;https://pozuxspzn.com/klpef;;;;;Some URL description
;;70;https://zzqrmf.com/qvdsv;;;;;Some URL description
;;98;https://amtzulnilc.com/yrjyf;;;;;Some URL description
;;23;https://bziowcnpbj.com/qixog;;;;;Some URL description
;;10;https://phgxcvk.com/acrxx;;;;;Some URL description
65.233.199.173;;81;;;;;;Some IP description
;zzcahovxb.com;71;;;;;;Some domain description
;;5;;e5f9ac989fd0fc9e9494c7055d8a91e9;mdygcpip.txt;;;Some file description
218.22.243.130;;88;;;;;;Some IP description
;;4;;69d9cffb4ec0e7d7ce682718d699ee69;ojolxbip.exe;;;Some file description
;;11;https://syswajmiwo.com/avrbh;;;;;Some URL description
230.61.178.44;;54;;;;;;Some IP description
;rxogcdbgtg.com;77;;;;;;Some domain description
;;62;;d004dcfe4f713e4a5a14c49b1daac932;rgxzbucs.txt;;;Some file description
15.226.162.250;;10;;;;;;Some IP description
;pxrbyopm.com;62;;;;;;Some domain description
;;96;https://xkusxrzw.com/kyohy;;;;;Some URL description
;ayggugcjeg.com;77;;;;;;Some domain description
;oferpu.com;65;;;;;;Some domain description
;;11;https://szvjdxa.com/ymjhs;;;;;Some URL description
;;64;https://oxlexyt.com/ojzhb;;;;;Some URL description
;;91;;e2dbafc8c30cfff9d42bb3f9320c69fe;bufpgxzv.dll;;;Some file description
5.158.164.19;;13;;;;;;Some IP description
;;13;https://ffrrbgin.com/pyspw;;;;;Some URL description
;jhgaeatq.com;60;;;;;;Some domain description
;;44;;dd6a4e73678a66a462873d859bf3b104;dupiqzup.dll;;;Some file description
172.211.60.132;;48;;;;;;Some IP description
;qjzublpn.com;25;;;;;;Some domain description
;jdrfnheul.com;36;;;;;;Some domain description
;;52;;06f19803417aa70fba87c7f382e91c3f;wyeqrkba.pdf;;;Some file description
;;74;https://tqszqwikxw.com/rbqqu;;;;;Some URL description
;bywnuzdx.com;65;;;;;;Some domain description
;gaszy.com;6;;;;;;Some domain description
;;74;;381be61b0554158f60e3d9bd91cb5bed;cdvshril.pdf;;;Some file description
;;85;;8698aeebfe7ed36bb877280acbc0e6ef;puihzaus.pdf;;;Some file description
;;57;https://ppgpp.com/xmjpi;;;;;Some URL description
;;1;;b6958def418fa7776408abe13216b587;ocosjkqz.dll;;;Some file description
;;22;;e8b88373749be107d76e3c0c6739db12;ewbszvtr.txt;;;Some file description
;iysbryrcxz.com;27;;;;;;Some domain description
;uthiq.com;10;;;;;;Some domain description
244.133.94.124;;42;;;;;;Some IP description
;;89;;a052f9842a3bf02083e64bdc76c6156b;cqppdhux.txt;;;Some file description
;;69;https://xpgiqx.com/tmprj;;;;;Some URL description
;xevsb.com;77;;;;;;Some domain description
;;4;https://jtgbmm.com/vsvem;;;;;Some URL description
;;47;;8fb265dc3699ffb42e9e309705b6f1a1;booihqzu.exe;;;Some file description
;piepydto.com;44;;;;;;Some domain description
;;83;https://bkkbpg.com/vkeyf;;;;;Some URL description
;vpczb.com;48;;;;;;Some domain description
;bbxecvcf.com;29;;;;;;Some domain description
;;64;https://jhlyz.com/bzwur;;;;;Some URL description
;;67;https://utmfvfkp.com/fbbln;;;;;Some URL description
;;78;https://fhpfk.com/pkmry;;;;;Some URL description
;ymrdz.com;60;;;;;;Some domain description
245.190.124.202;;77;;;;;;Some IP description
;ldupqrohkh.com;73;;;;;;Some domain description
;;38;;df8e5c44c52bfd1b373b7ef9d78a3d83;oqnierex.dll;;;Some file description
;hyaqvzu.com;12;;;;;;Some domain description
;;44;https://wbickta.com/wubui;;;;;Some URL description
;vzfsdhxo.com;34;;;;;;Some domain description
108.255.8.65;;54;;;;;;Some IP description
;;19;https://lyzdsna.com/kpnkr;;;;;Some URL description
;ufytcxlf.com;96;;;;;;Some domain description
;;39;;cbbfb00e7d918145b8b0706d43a13e8f;ebkrjczm.exe;;;Some file description
;;88;https://rezsbo.com/rvhvp;;;;;Some URL description
;;81;https://wpniqp.com/aijwh;;;;;Some URL description
;;80;;4f1d3692970964d9d21f692411ad9923;axaxyfjc.pdf;;;Some file description
31.54.42.5;;40;;;;;;Some IP description
98.241.177.221;;81;;;;;;Some IP description
;rksjc.com;88;;;;;;Some domain description
210.86.189.145;;66;;;;;;Some IP description
;;73;;c69757e01a7964bb6919be6a59e19b09;pkfdvipk.pdf;;;Some file description
;;37;https://cgetthroh.com/hetdm;;;;;Some URL description
;rykcaqul.com;91;;;;;;Some domain description
;;47;https://xvioy.com/ynsku;;;;;Some URL description
;;35;;b86e1840507be5a098de29b7be586dd8;skjmbtaj.txt;;;Some file description
;iypkz.com;68;;;;;;Some domain description
;jowjltb.com;3;;;;;;Some domain description
26.129.185.64;;82;;;;;;Some IP description
;bcslkrd.com;55;;;;;;Some domain description
;;70;;e1529623f7b893e2f2760b8b547cd69d;omzgrqca.dll;;;Some file description
;;57;https://trzdypqrqm.com/nhngm;;;;;Some URL description
;;38;https://iwohsdd.com/wylib;;;;;Some URL description
;;98;;1d8c54c0746a159a43ed6e6f8329e789;vvgvnzzj.dll;;;Some file description
;;16;https://pjjisruae.com/dxlhd;;;;;Some URL description
204.182.251.5;;40;;;;;;Some IP description
;;63;https://gnesju.com/tzhaf;;;;;Some URL description
;barlq.com;27;;;;;;Some domain description
;;13;;aa4d97d185eb53cbedd8f5b7ccf9ddbd;mxirvzlj.dll;;;Some file description
;bqlsguygrj.com;94;;;;;;Some domain description
;;16;;aa6b932b4e5e1a846e49da7d17314a74;zjwflpqa.dll;;;Some file description
;;13;https://jifsbaq.com/yxgkw;;;;;Some URL description
;;99;https://pltbamc.com/eeapk;;;;;Some URL description
;nsshvjiah.com;84;;;;;;Some domain description
;;81;https://mgonwwbuv.com/efxmy;;;;;Some URL description
234.71.183.182;;56;;;;;;Some IP description
;;40;;9f1bd510fed23dbd968f65497a22a2bd;twncgnab.exe;;;Some file description
;;62;;f3c08b4229037e4ebe4ec6909a4ad598;kunhlvzw.pdf;;;Some file description
;oruazmhih.com;22;;;;;;Some domain description
;glkbfo.com;82;;;;;;Some domain description
;;6;;118aeb0f26e7f282feeae0355b16179b;gcwbitbj.dll;;;Some file description
137.231.29.167;;23;;;;;;Some IP description
;zjvjpyaijc.com;39;;;;;;Some domain description
;rmghdf.com;8;;;;;;Some domain description
;;58;https://onwbybku.com/fqlzh;;;;;Some URL description
;;70;https://zqrqqu.com/yempz;;;;;Some URL description
;pecsv.com;93;;;;;;Some domain description
59.39.136.168;;56;;;;;;Some IP description
;;98;https://lxecypa.com/aidwf;;;;;Some URL description
;;10;https://vexfemlrpf.com/qopqu;;;;;Some URL description
158.248.238.231;;23;;;;;;Some IP description
;;21;https://huilcbrklt.com/izssb;;;;;Some URL description
;;85;https://qxolwgpurx.com/tfgki;;;;;Some URL description
;;99;https://rpbcuuhlw.com/sflla;;;;;Some URL description
;;97;;0d3283a9b4c112fc09d88086d1db1be2;nlrwvifb.dll;;;Some file description
;;94;https://xolumruyf.com/eudpf;;;;;Some URL description
89.76.134.25;;35;;;;;;Some IP description
;;44;https://gwesu.com/gkirq;;;;;Some URL description
;yeaiyxur.com;2;;;;;;Some domain description
;drstkcfpf.com;74;;;;;;Some domain description
;dcuiiawm.com;39;;;;;;Some domain description
;;10;;2f00c9418d188eb60ec4790deda470f9;zrnuuyhi.dll;;;Some file description
121.232.13.22;;8;;;;;;Some IP description
;;52;;81441d9097d258410ddbde4c97a7dc8b;ivmwhxmj.exe;;;Some file description
;ekitngete.com;1;;;;;;Some domain description
;;77;;c8aa6a0a1e3c5a4f38c721fb1097ccb9;cttpnwxq.txt;;;Some file description
;sdmft.com;26;;;;;;Some domain description
;qkryguj.com;43;;;;;;Some domain description
80.11.9.107;;77;;;;;;Some IP description
;;83;https://dcccd.com/emszb;;;;;Some URL description
5.179.202.146;;49;;;;;;Some IP description
;dfjbk.com;58;;;;;;Some domain description
143.138.225.97;;81;;;;;;Some IP description
;rmrtjyqg.com;42;;;;;;Some domain description
;;86;;959d3d22b00108f4017ab25a6da7466a;fcjsnaxg.txt;;;Some file description
238.155.144.255;;4;;;;;;Some IP description
;obqhgr.com;8;;;;;;Some domain description
;;50;;cc51d4b7b2e49bc120d302935f9ec7a2;dfqasuhe.txt;;;Some file description
;;67;;ec47abafb5c8470e39723603d5303add;aielsyxm.pdf;;;Some file description
;;17;https://hhzeizie.com/nnaiy;;;;;Some URL description
44.219.125.139;;13;;;;;;Some IP description
;ttcmpp.com;49;;;;;;Some domain description
;;5;;5607dc5bf75305d9b008fed0a5509b49;clmbswlo.exe;;;Some file description
200.218.248.190;;19;;;;;;Some IP description
;;97;;b839cf90b39f605572766a0e4a1e4ee8;sveihnqt.exe;;;Some file description
;ubtrwcx.com;14;;;;;;Some domain description
;guejzag.com;49;;;;;;Some domain description
;;60;https://wzkqns.com/prosm;;;;;Some URL description
;qsjlfrty.com;43;;;;;;Some domain description
117.3.152.234;;97;;;;;;Some IP description
;;1;;2af77768293f3d3638b6dd10c9a3895d;whecbswk.pdf;;;Some file description
;frikdzg.com;59;;;;;;Some domain description
135.157.170.156;;78;;;;;;Some IP description
;qbjirtjjw.com;80;;;;;;Some domain description
;jkmlesr.com;53;;;;;;Some domain description
220.167.165.22;;44;;;;;;Some IP description
;;83;https://itfnvzzx.com/wiipv;;;;;Some URL description
222.25.79.173;;5;;;;;;Some IP description
;zwsqq.com;27;;;;;;Some domain description
;;71;;b697b02eaff483b41b903c95349113b5;wpntlcrb.txt;;;Some file description
;;9;https://tbsrh.com/nhzoz;;;;;Some URL description
;;95;https://hzsyl.com/tsgku;;;;;Some URL description
;;26;https://rwvdrhj.com/zzusx;;;;;Some URL description
;;88;;651ed7b172cd4b49257bb393f5eb46f0;otwhesub.pdf;;;Some file description
;;29;;fc817309e16dd052c2814ad6e1e48473;wcbivojd.exe;;;Some file description
;jtnynxnbf.com;14;;;;;;Some domain description
;lyiwuhf.com;95;;;;;;Some domain description
;;35;https://mtcqptjft.com/vjnif;;;;;Some URL description
;movno.com;42;;;;;;Some domain description
;;26;https://zpknuh.com/mrbzs;;;;;Some URL description
;;7;https://qsptxikn.com/ygeim;;;;;Some URL description
243.222.80.133;;69;;;;;;Some IP description
;vvynhtrp.com;78;;;;;;Some domain description
;;54;https://qmumfopgsf.com/zhclv;;;;;Some URL description
129.206.209.81;;28;;;;;;Some IP description
;;77;;0814c39f584d5d1745457b0060f2a1b3;iaimevrl.dll;;;Some file description
;;27;;a75e43b6a667034f6cd8850ec0074c10;qrlmeaye.dll;;;Some file description
;;46;;356c7d90d840009e8230d42bf67d83d5;wyyghkke.pdf;;;Some file description
171.27.115.29;;89;;;;;;Some IP description
;hitemqwhjn.com;48;;;;;;Some domain description
;;35;https://bhqbyrtv.com/cszzr;;;;;Some URL description
;;1;;95e10cbd802a9b70f8ffc9b2c56550fd;dzvimjzx.txt;;;Some file description
;;14;https://ndumcwwy.com/fdqgd;;;;;Some URL description
;;86;;3918ad9142b8c2324100363deda591d8;kiwpsidx.dll;;;Some file description
;;90;https://nrafwzen.com/fupaj;;;;;Some URL description
;kxuutuggj.com;35;;;;;;Some domain description
;;28;;2bf34ac16597b3d9f4c6ba7a7fdfd34b;uhibzhbl.pdf;;;Some file description
;dzpenauy.com;69;;;;;;Some domain description
245.7.43.219;;87;;;;;;Some IP description
;wpxtboeex.com;62;;;;;;Some domain description
;elzbo.com;4;;;;;;Some domain description
;;68;;15017f510f8f0b321e3e379629029df3;ymqyyano.pdf;;;Some file description
24.44.197.97;;7;;;;;;Some IP description
;;55;https://hnlvbqyu.com/ayiuj;;;;;Some URL description
;oamtqhe.com;59;;;;;;Some domain description
;;81;;64bcd2b91625a6b08fd2af53eea24455;yoxnzsay.pdf;;;Some file description
;rmeeevkun.com;10;;;;;;Some domain description
;;16;;13d6abf3d9ba879d8001d2e5062d6a91;sscdbpez.pdf;;;Some file description
59.249.184.46;;49;;;;;;Some IP description
;;94;;3902b1cb944e75496154d60affbdb33f;nntouqlg.pdf;;;Some file description
;;46;https://sksqptlprw.com/vobzm;;;;;Some URL description
205.99.0.168;;57;;;;;;Some IP description
;;58;;7421bbf023efa0dc70a506c211b0e571;othuffuu.dll;;;Some file description
60.60.88.61;;21;;;;;;Some IP description
;;81;https://tbdfuf.com/jlrsg;;;;;Some URL description
;klpya.com;40;;;;;;Some domain description
;;53;https://jhtwimaz.com/wqsmq;;;;;Some URL description
;;4;https://xwoiehkrvs.com/ktben;;;;;Some URL description
136.120.75.240;;6;;;;;;Some IP description
;wkggkdj.com;70;;;;;;Some domain description
106.102.133.50;;56;;;;;;Some IP description
142.120.114.190;;19;;;;;;Some IP description
;gyutbshn.com;35;;;;;;Some domain description
;;36;https://rbnoj.com/gtpat;;;;;Some URL description
;ficavpdtl.com;62;;;;;;Some domain description
;;8;;71b10e45e3be199a93603f3e8a566a57;tptcvxnt.dll;;;Some file description
;igcbjocx.com;70;;;;;;Some domain description
;;50;;bdad3e476887fad7b393987d7340accd;tyeqtazn.exe;;;Some file description
;;50;https://bidmbl.com/kavkm;;;;;Some URL description
153.61.79.245;;34;;;;;;Some IP description
;;28;;b1f0991389d4fdc69d6691a52ff612a4;otdpfmha.pdf;;;Some file description
;tamuoqyx.com;83;;;;;;Some domain description
209.194.230.98;;49;;;;;;Some IP description
;prewlh.com;64;;;;;;Some domain description
;;81;;9df8a7ef3661ec25729c29978385f566;yywwmhvq.exe;;;Some file description
;;6;;6e5c62b4dbca35b70f1ae9d51254a07f;ghfxmcpf.exe;;;Some file description
;vlrnqiz.com;98;;;;;;Some domain description
;;49;https://hlrmdbbcn.com/guogt;;;;;Some URL description
;;80;;7ca61d6f8b344c46321a81051fc9e402;imykpuqx.dll;;;Some file description
60.197.86.20;;36;;;;;;Some IP description
;;42;;10c6e0b94ac271ad12e04cb256e6bc27;cgcireli.exe;;;Some file description
;;29;;bd269baff0ee36ddc3067bb18a78b9a7;nximyntg.txt;;;Some file description
;;90;https://zgnazkt.com/semmr;;;;;Some URL description
;;16;;653afe360c6c51e23b0b55583d6cc7ee;ganguvtg.exe;;;Some file description
;rwolujz.com;17;;;;;;Some domain description
;;63;https://rqohqyk.com/qarvk;;;;;Some URL description
;;86;;3f89a9ccd48af72edafd42317f1d64a9;slzagfdm.exe;;;Some file description
65.141.151.28;;87;;;;;;Some IP description
;;81;;58ed1e66547c93806c51ebf24efb7db4;tsrqnhtf.pdf;;;Some file description
;;31;;9c60d2a0518999e4cf8ffc076093fe16;onxjokqt.txt;;;Some file description
;;82;https://pabrveftef.com/kfznp;;;;;Some URL description
;;22;https://xlovzfu.com/bxqxy;;;;;Some URL description
;;62;https://ijytgqe.com/bmpgj;;;;;Some URL description
;;69;;b0a36d47aa1ba118a39acca89c0c139e;esjajfld.txt;;;Some file description
;hfjxlmwknc.com;7;;;;;;Some domain description
;;49;https://naludehkv.com/jofoz;;;;;Some URL description
;;82;https://dplvlaznv.com/lzpua;;;;;Some URL description
;;80;;9d5bcb501e84de6fe2eceef52b7a0138;jejienef.dll;;;Some file description
119.170.168.30;;26;;;;;;Some IP description
;;20;;653568dfae662eb9ab5ab0311d96d910;blintplq.dll;;;Some file description
86.190.248.132;;83;;;;;;Some IP description
;ugzcznqfe.com;17;;;;;;Some domain description
;esmlvfrkio.com;32;;;;;;Some domain description
178.242.38.95;;56;;;;;;Some IP description
;eektn.com;21;;;;;;Some domain description
202.44.125.167;;59;;;;;;Some IP description
239.58.58.89;;100;;;;;;Some IP description
177.252.202.1;;61;;;;;;Some IP description
;;50;;261f141043e03fa43809d080503add1d;yzrywfuk.pdf;;;Some file description
235.41.155.186;;63;;;;;;Some IP description
;ptcbo.com;67;;;;;;Some domain description
;;72;;05f26cde2032c344cc4ee745f93c977d;uuumxpqw.txt;;;Some file description
;mttnvgqz.com;98;;;;;;Some domain description
;rxqhedchp.com;1;;;;;;Some domain description
;avktcrv.com;31;;;;;;Some domain description
;;29;;0e51890b4f52d2448a7a87677fe40466;julohxlu.exe;;;Some file description
;;17;https://tbvkhqbxxb.com/jdmfy;;;;;Some URL description
;wjjxu.com;52;;;;;;Some domain description
20.60.191.249;;47;;;;;;Some IP description
;zcjvx.com;51;;;;;;Some domain description
;;64;https://ykvayoarry.com/dzhry;;;;;Some URL description
;;2;https://qeifm.com/jglhm;;;;;Some URL description
;;39;;86a0d8b0ceefd86d9839d9bd804cfa30;uyfeflfx.pdf;;;Some file description
;;49;https://qmfeoiujv.com/avlpp;;;;;Some URL description
181.55.220.66;;41;;;;;;Some IP description
77.126.199.32;;27;;;;;;Some IP description
249.66.1.142;;17;;;;;;Some IP description
;;16;https://aocbfan.com/wqbvl;;;;;Some URL description
;;2;;958a7a01641ef190e4c5070c16358b80;fsljlwqn.pdf;;;Some file description
;alvgtxs.com;89;;;;;;Some domain description
;;83;;ffd1b82e1e25e105d4a7244afacbd356;bmrfunni.pdf;;;Some file description
13.75.216.137;;75;;;;;;Some IP description
;sgozug.com;44;;;;;;Some domain description
;;90;;0181c381c9f48826c4410d8544952df3;fqkwviwp.dll;;;Some file description
;;33;;743b9fcca4e753594e3fcb378063f327;vfunnwqi.txt;;;Some file description
;dipuixcyb.com;80;;;;;;Some domain description
;aeyrnf.com;78;;;;;;Some domain description
58.203.233.149;;82;;;;;;Some IP description
;gqoupa.com;50;;;;;;Some domain description
12.210.200.10;;10;;;;;;Some IP description
;;74;;38b6d85f18fcec356a493f6adaf91641;edyntcet.txt;;;Some file description
;lvhcgjyavk.com;68;;;;;;Some domain description
;;78;;47598361c795be6a11d4a62780a0f1e2;vtwawtsn.pdf;;;Some file description
;;30;;b22b77416632ffbf9b0bfca9e7a8b395;lsexntho.txt;;;Some file description
;;49;;ca18c435bb4a45d9d8ee09a62c03b227;ocoxjzpn.txt;;;Some file description
;;34;;c15901a1d634003d345b050ae86a2092;jqinthuc.exe;;;Some file description
22.120.238.151;;56;;;;;;Some IP description
;;98;https://cloqkpelr.com/zmmca;;;;;Some URL description
126.70.186.158;;92;;;;;;Some IP description
;qcluevw.com;33;;;;;;Some domain description
;grvcrrjugv.com;58;;;;;;Some domain description
;;93;https://ojhxoiwjx.com/aptba;;;;;Some URL description
;pvrymsvq.com;38;;;;;;Some domain description
;;18;;07d916d0589db7f02b080ed61e8d0ecf;lpwzolrw.pdf;;;Some file description
;;11;;55e536ccbc8e18145dce1fec8fd3ef19;jnuddikd.exe;;;Some file description
;fcjbybkf.com;49;;;;;;Some domain description
;iqqkx.com;46;;;;;;Some domain description
;qvbhyddml.com;83;;;;;;Some domain description
78.109.79.47;;27;;;;;;Some IP description
;;83;;e32da26ca0539f7f7cfba64835b7cc16;elkaqtrq.txt;;;Some file description
;;45;https://shtedyj.com/quetj;;;;;Some URL description
;iqzmq.com;1;;;;;;Some domain description
;;21;https://knughzph.com/dfktt;;;;;Some URL description
;;2;https://fpvcci.com/fgyzu;;;;;Some URL description
;zyosfqfif.com;89;;;;;;Some domain description
;pkwtzwp.com;87;;;;;;Some domain description
;;75;https://ogjgsraen.com/lsaxr;;;;;Some URL description
;znzgtmxouc.com;86;;;;;;Some domain description
;;16;https://rrubpupear.com/hnxgt;;;;;Some URL description
15.106.62.203;;58;;;;;;Some IP description
;phbxssrlcf.com;32;;;;;;Some domain description
;;71;https://xxdtvoijn.com/bznxx;;;;;Some URL description
;kkqwldy.com;24;;;;;;Some domain description
;banzsxb.com;83;;;;;;Some domain description
;nxkgkb.com;14;;;;;;Some domain description
;;19;https://mqtvyda.com/akdyv;;;;;Some URL description
;;88;;2f86ab75487ae3435df625fb1ed7fac8;iftolruo.exe;;;Some file description
;;93;https://aauulk.com/ptjrj;;;;;Some URL description
;;62;https://bkblol.com/dqrbk;;;;;Some URL description
;cuvbfoy.com;84;;;;;;Some domain description
;;10;;dc1a37f592ad51026c1169ddb374f0d0;ilcbahuk.txt;;;Some file description
53.125.144.237;;63;;;;;;Some IP description
15.227.157.209;;68;;;;;;Some IP description
;;39;;bd9eebc6860e1d5a69b1276b7454aa5c;qmfnmyzt.exe;;;Some file description
;;87;https://vsxcf.com/rmngo;;;;;Some URL description
;;8;;d8cc2f33be03a5663ee7b71568010848;sywflscd.pdf;;;Some file description
45.94.188.227;;72;;;;;;Some IP description
213.198.196.117;;23;;;;;;Some IP description
123.162.148.205;;38;;;;;;Some IP description
;xlvtfy.com;38;;;;;;Some domain description
;;58;;be2d8804462eaff52c2c33dc797357e4;sbcxkcar.txt;;;Some file description
;;70;https://emlbbl.com/nmeiy;;;;;Some URL description
177.171.80.131;;4;;;;;;Some IP description
;;82;;4758ffacc4b1b01784d0bab2eaebc7a1;xxqxuuok.dll;;;Some file description
222.81.37.229;;36;;;;;;Some IP description
;;40;https://efkucnsjbf.com/slzmp;;;;;Some URL description
;;54;https://jqmnmbrj.com/nqjhb;;;;;Some URL description
235.229.87.254;;21;;;;;;Some IP description
;zxvlnfvb.com;19;;;;;;Some domain description
;;26;https://xweoiv.com/ukkmj;;;;;Some URL description
;;27;;86316aa4b4d26e691179df7b1b0170a9;szbnukkh.pdf;;;Some file description
;;56;;37eef427e5a832373c0fa7fe77e2d576;rptbhqwu.txt;;;Some file description
;;72;;c0fc6df7a034046dc756ceb30714d0b8;tdqeepnb.pdf;;;Some file description
224.99.139.197;;21;;;;;;Some IP description
;;21;https://swwxeitpjz.com/mngmo;;;;;Some URL description
;;49;https://ohdpnkey.com/smhld;;;;;Some URL description
;;15;https://aqexkdljd.com/sikmh;;;;;Some URL description
;;28;;599d43c0eee9b3e592fea343e866dac4;oeibcbth.txt;;;Some file description
;;12;https://rxvwrs.com/zmnhy;;;;;Some URL description
;;95;https://dczoj.com/zykox;;;;;Some URL description
;;44;https://qfubpwvtqw.com/kvthd;;;;;Some URL description
;;84;;32c105a3c6be8f1eacab5bdbcbd2ac0f;hrsawgti.exe;;;Some file description
;;44;;9663421076f0bef0ba8a57d3e19a8fa7;tqpoezxt.dll;;;Some file description
109.228.165.53;;56;;;;;;Some IP description
233.187.104.226;;96;;;;;;Some IP description
;bbbxoypdxe.com;8;;;;;;Some domain description
;;18;;e2c789ce08f60a1844e5a2db93fbb239;pwpwtxqu.exe;;;Some file description
;;49;https://dxevxpsvsa.com/pypuc;;;;;Some URL description
;;6;;6da4406c728cfc87dee8e1e5132cf741;howsdkwb.pdf;;;Some file description
208.224.80.202;;38;;;;;;Some IP description
;;90;https://rsutp.com/zqjgy;;;;;Some URL description
;;36;;50303ed079ffe5f2935fe84ece586393;erlkuebw.exe;;;Some file description
;;15;https://nczvsbq.com/bcyhu;;;;;Some URL description
162.207.126.114;;88;;;;;;Some IP description
;;20;https://qqwtnazuy.com/qhacc;;;;;Some URL description
71.26.232.3;;36;;;;;;Some IP description
;;15;https://mamik.com/qyydd;;;;;Some URL description
;;1;;2c6f0885b946c4db1a3d527c39445909;dsmoifbq.txt;;;Some file description
;mryzs.com;97;;;;;;Some domain description
17.38.248.74;;32;;;;;;Some IP description
;;77;;f3b7c493aae9ad400292ca0138a738ab;quirsbpb.dll;;;Some file description
154.110.198.219;;68;;;;;;Some IP description
